('548b95d4-ac85-4264-ba1e-bde5f3681517', 'email'),
('2860da97-cbd9-4cbd-a701-a07508e6e8f3', 'email'),
('131799de-13eb-4966-8aaa-2117f6422e23', 'adres'),
('023657e5-ef32-46bf-bfb9-ea388d64cdb8', 'telefon'),
('dc2a71f9-1390-49c9-8f14-5f2ad6f55136', 'NIP'),
('09b3926e-c329-4f86-9c6b-6b5fbc0ae7bf', 'pesel'),
('48481bf3-b47f-455d-92ca-8fd408dea962', 'email'),
('1a27afbc-5851-4521-8cf8-ac4ac8cc0a6b', 'adres'),
('8a98a425-680e-4ace-a31f-f2878e4d5bd2', 'telefon'),
('a6625a15-b525-4b78-b1ad-43d8e65f55a7', 'NIP'),
('0291f3de-b464-4a78-9f85-0cc3d6543251', 'pesel'),
('e35fb58d-6ff9-4e63-8c01-fd53e891b840', 'email'),
('dce3c64f-9064-422c-81cd-3205f882f8e1', 'adres'),
('7f569ead-4d7e-47cb-aa16-66d859b058d4', 'telefon'),
('9c02f586-2094-442b-ac76-d43fcef09c05', 'NIP'),
('5dbb83e7-79e4-407c-9647-316b40f9316e', 'pesel'),
('fb4b802d-e6db-41d7-9641-fcea859e583c', 'email'),
('1f4f78f5-faf2-4574-a71b-93f7a903ee8d', 'adres'),
('ff0ebade-9702-45cb-9d57-01fab5b8c7b7', 'telefon'),
('7e3a8d1b-9976-474b-82c3-71ecf6aca386', 'NIP'),
('3e8edc7e-6102-43c3-83ee-b8fa91715e44', 'pesel'),
('6f12a4e1-dcb1-4c90-b0db-d7991c4ce252', 'email'),
('f3f58252-747c-484e-9cd8-357fa07774f5', 'adres'),
('f05e3ca4-10c9-4d22-acac-9cec8dd2928f', 'telefon'),
('7cd57d53-79a8-491c-b63c-9346a55b08ea', 'NIP'),
('79c8fb81-6e70-47ae-928d-2a12d6f82ae9', 'pesel'),
('00fe8fe6-5d8d-46a1-b270-ede251cef732', 'email'),
('e1d462ce-65f8-4b5a-bc99-2c5808179d10', 'adres'),
('8f2fc967-cbf7-4c8f-9ce6-53aa49e60f01', 'telefon'),
('5412450b-50da-4820-ac7c-933b44752a38', 'NIP'),
('b4253867-3d77-47e9-983f-9b68ba852838', 'pesel'),
('7e5ceebf-cd31-4600-a545-aa6a02d67c9b', 'email'),
('17d5f438-32f2-4754-9537-47d9088cc315', 'adres'),
('63c920d8-bf0a-4405-bf19-6253c8bbb990', 'telefon'),
('4fe3693a-9ff6-4ae0-8ff8-eecda504c36e', 'NIP'),
('78e3993a-ea38-49b8-9607-9ca85b02a115', 'pesel'),
('a4ed237b-7af9-4698-a1c1-f055aa3498de', 'email'),
('a1c8ed51-1ec1-40ae-ac9d-efebbd7c6498', 'adres'),
('7b7e45e1-f061-4414-9a63-78819039ea1e', 'telefon'),
('875499c5-65ae-463f-9ddb-d8ab7a31fc11', 'NIP'),
('0b490e8c-1c18-4bbe-81c3-24132f2a5252', 'pesel'),
('f04aa653-92e2-4efa-bb8b-01afcd17d226', 'email'),
('69f519eb-0f95-491b-bf51-bc7b93616f2a', 'adres'),
('2f384df0-f7ea-4a6f-92dc-dbb3b0a1ca5b', 'telefon'),
('dca9836a-137c-40f4-961d-bc14a3d4a258', 'NIP'),
('9b4a6fc0-945f-4410-8dda-a2104f88b9aa', 'pesel'),
('fa960a01-8383-4a8e-a82f-fd0d98374882', 'email'),
('328dbf61-3754-4516-a5c8-0395d0c648f1', 'adres'),
('fd9d05b7-d202-4507-8365-8aa78c378cd0', 'telefon'),
('0e750fa7-61b2-406c-89c2-afdf43dafc66', 'NIP'),
('544f604f-68b3-4774-a609-fcb6bb3d43f8', 'pesel'),
('9547baa4-7fea-4f87-a303-9d9fed64de57', 'email'),
('c8da1aec-6a1e-4100-8992-ede575028919', 'adres'),
('f7cc69f3-9116-4042-8e0c-a915d6711d82', 'telefon'),
('78e94e33-ee4c-4ff4-bb5b-2abb06b08e03', 'NIP'),
('f072ce4c-12c3-45f3-9fb2-21cfc2a46a06', 'pesel'),
('1abada7a-f7f8-470c-b405-81dd1bedb2bf', 'email'),
('13a484bc-b25d-40ce-bb67-ca261579fb89', 'adres'),
('e357745c-55f3-4380-a62f-fb7bf1994162', 'telefon'),
('5922ef0f-a20a-4e6b-a3a3-c3607624ba7f', 'NIP'),
('9890e695-1372-4d52-a1ae-3c2140e2ed52', 'pesel'),
('fb1f61a3-3d21-408f-bd63-769ea2d88d6e', 'email'),
('5306204b-3a33-4f64-8d44-ffcec45b070b', 'adres'),
('69e87caa-437b-456d-b8e8-adb753bd12bf', 'telefon'),
('a737f28b-5a69-4cec-975a-3f5a32793b72', 'NIP'),
('8e982155-13fd-43b2-b157-a0292d6b3741', 'pesel'),
('246a9d7e-983b-4b58-a9aa-6595f02a75f5', 'email'),
('28fadb31-7067-4b14-a155-eb3f37857ae1', 'adres'),
('155c7d38-c353-4e5e-965e-122ac8463b3b', 'telefon'),
('3e99f98e-8c90-40fd-b1d2-d36e16687fb3', 'NIP'),
('c8d60ecf-97d6-4ee7-86e2-d57ecc581f74', 'pesel'),
('6e1fea8a-5aac-4354-bd80-622e247416e8', 'email'),
('9bb49a15-cb4c-423e-9be0-bd05ae242285', 'adres'),
('38e7cb71-3c76-48bd-8178-3ad2e727155d', 'telefon'),
('60470eef-9542-4d60-ab84-688f9859977d', 'NIP'),
('fc82c188-4dcd-4647-9d5c-5b5ceb838d63', 'pesel'),
('7003f83a-203d-4d6a-b0a7-ae0623f1627f', 'email'),
('0d32592e-6a30-41d5-9f76-4ecb1a3747e8', 'adres'),
('3c59e572-9e46-4d5a-bddb-54cc686a5530', 'telefon'),
('038ea5d4-ce74-4749-af1f-4cd30c4f6073', 'NIP'),
('8747b93e-c97b-42ef-af3a-67c3eb094a57', 'pesel'),
('c7dbabca-d0e0-440f-a228-8237027febd5', 'email'),
('6509b283-8aee-4be1-a11f-ae96a7fff51e', 'adres'),
('6ac77c90-722b-4ff1-ac35-04dc546301d0', 'telefon'),
('f065e9f0-878e-4042-880b-7e5dd77a0783', 'NIP'),
('eaefd702-a74f-4633-bbd7-273184b240b6', 'pesel'),
('fac228e8-0a6c-41e4-b334-2d7146a15382', 'email'),
('a54609ec-653a-4d6c-a30e-c6044edad275', 'adres'),
('d48b1cd0-a5d4-4a24-a3e0-ba00e50a2208', 'telefon'),
('7351da6c-b092-4e5e-9a9e-d9fb7c5141f2', 'NIP'),
('f3a0c887-c157-40be-a6e7-0596ddd7d2a3', 'pesel'),
('9c00d804-374c-4161-a00f-0eb68408b8c2', 'email'),
('aef2ab92-7d5e-462e-8a5d-285db188e93a', 'adres'),
('4b3d962a-fa6d-4b31-b867-25b7c54da2bd', 'telefon'),
('a4ebe947-e5bc-4e12-b98f-54912f5565bb', 'NIP'),
('ca070659-630e-4e7f-b779-1ca6e3c38200', 'pesel'),
('0d8a2933-bf9b-42d5-9ee0-bf33edbf888d', 'email'),
('e148e833-9357-4047-909d-081803d6ea20', 'adres'),
('c24cdeee-a9d3-4e5c-8536-d22dd44964ab', 'telefon'),
('b504bc91-91cd-48c4-b850-7c3cbe770eaf', 'NIP'),
('92f181ad-8e25-4ab0-b221-e73bbdca9c47', 'pesel'),
('9529f410-0013-49c9-bd3c-501a5960a4e5', 'email'),
('a2242ed6-1c15-4f0d-b75c-3a795df21fcc', 'adres'),
('a8d542ae-ed30-418f-9093-041b89d0e443', 'telefon'),
('38551cc2-1bc3-4ff1-b3a6-518380d14485', 'NIP'),
('f73e72b0-65ed-4693-b579-0734653ff4e1', 'pesel'),
('f9507c27-2f74-4156-8b57-c20180805fb1', 'email'),
('42799f53-1624-4194-84b8-583668d2fcc5', 'adres'),
('8a434f78-e308-4eed-b56b-ff85426a020a', 'telefon'),
('9f27b22d-846e-45dd-bc73-9f95653ed316', 'NIP'),
('a68578af-3cd6-41db-a93d-ffddda70e0b9', 'pesel'),
('004c3888-6a1f-4a99-a75c-1a153538f1bd', 'email'),
('554bc284-d5f2-4d99-8f9a-1f720aa314f3', 'adres'),
('8d46347f-a7c6-4389-8031-42fb582daf40', 'telefon'),
('9d51347f-961d-4b48-bcc9-27d4aec61e35', 'NIP'),
('07a5f243-1888-4367-b2e7-4e2bc363a275', 'pesel'),
('a68d6933-4683-42be-bc4c-b3f1015cd8b1', 'email'),
('15b6be26-144b-4e0c-adb5-f3a94f51ef81', 'adres'),
('f2ecb4c1-4574-4e46-9db0-f1743691f627', 'telefon'),
('0e1ed2a4-0ccb-4951-82c0-c32283da4270', 'NIP'),
('31f3981c-cf02-4750-ac8b-0f1459269fc1', 'pesel'),
('b870e8fc-7f66-4061-9507-ac8dafdd8839', 'email'),
('c7057156-7b4b-455d-8564-b9fd9dece71d', 'adres'),
('5b17c3a3-e459-4d4a-9b96-1599555c2c8e', 'telefon'),
('d8a1c34c-8130-48e1-b633-ce897431e228', 'NIP'),
('996327c7-422d-4966-9de8-33107d130177', 'pesel'),
('47468f5a-96ed-4732-927b-2269af43c59f', 'email'),
('d04a5717-c5be-457a-9b82-fa2a4f271925', 'adres'),
('785eba04-fead-4cb3-8fd5-70f30db4f935', 'telefon'),
('a4675ef0-603f-4914-80a8-60bd0b43f499', 'NIP'),
('8d7432d6-f2ac-4251-af2b-b4b891c3386b', 'pesel'),
('df2a0ed4-31bb-4333-9030-741a01cc3996', 'email'),
('b2c67c40-c067-4d19-8d1c-d69856286e55', 'adres'),
('81caa1cf-9e8a-4929-bc1c-e919241d02b2', 'telefon'),
('cdfa6781-48cc-4df6-a1f7-4f7c29676696', 'NIP'),
('becfa9d7-f77e-4297-b903-d776eec350de', 'pesel'),
('34a0bba4-5e5c-4125-bafb-0f21ac2f095a', 'email'),
('cc962536-ce5e-4d26-980b-4c978fee20c7', 'adres'),
('37018a30-b993-4791-8d21-93ef28325fa3', 'telefon'),
('159e25df-7fc0-48e1-b57e-ac588d7209a5', 'NIP'),
('deb6b765-97de-494c-b86c-c10596a607a7', 'pesel'),
('8765b20e-21d2-4dc6-aba6-96fbea4e70fa', 'email'),
('dc50b10e-1d62-42ce-a9ba-a3bf59621809', 'adres'),
('9fd7c7c9-b48d-470b-b11e-60304c9491d7', 'telefon'),
('4628fcec-f5c3-4e15-879e-b837395fd117', 'NIP'),
('f2154283-8f8c-4937-b545-659d3eaf4656', 'pesel'),
('90a24248-6ab5-41f6-907f-993e7d9b8c7c', 'email'),
('89b35dcd-863a-4681-9a29-cc5a41c75567', 'adres'),
('406a340c-604c-4a15-b9db-61a2b1b73d29', 'telefon'),
('65938752-af57-4ec4-a696-f68db07aacab', 'NIP'),
('610d3085-0fce-46fc-bfdb-f358c582c9b8', 'pesel'),
('7ef33e7a-1296-4e65-b5ae-c90eee05e65f', 'email'),
('1b420e51-26cf-4375-b244-8a0edf708b5e', 'adres'),
('2a7c7918-939b-41b7-8c89-e561e80103b7', 'telefon'),
('cbd4529e-ca8b-4c57-afca-c123b77a32f2', 'NIP'),
('6203badd-4c37-45ea-8d76-3fd2ed267a83', 'pesel'),
('008d720c-7a7a-4c12-96b1-13ffaf232c0f', 'email'),
('d676e005-156b-42de-a02d-9fe2595b5854', 'adres'),
('4adfc846-f77a-4b43-9b07-bb7870a7e113', 'telefon'),
('bb30be74-a3b8-47a0-b52c-b7f73706865b', 'NIP'),
('5d138eb0-83f1-4377-9861-6ca584517049', 'pesel'),
('e20c317f-2054-4ee2-b1ea-106a07d1e167', 'email'),
('b17ab610-08bd-44d2-8a2e-1eb17ff07630', 'adres'),
('bfa5e954-8525-47f2-9d6a-b7a3d617eb1a', 'telefon'),
('96267d67-f63b-4578-8401-83e0104cc82b', 'NIP'),
('4d7597bd-9aa0-4713-a27c-08fcca81141a', 'pesel'),
('1580410c-90ff-47cf-90e6-f77a5bf0640d', 'email'),
('e70df5af-360e-4011-874c-ba64c20cff04', 'adres'),
('10ada04c-2c36-4dee-b8bc-cab13bba34c4', 'telefon'),
('7d59f021-0a9c-427a-b6ea-0bb6c014da28', 'NIP'),
('b5147c77-980a-42ef-b8f8-c19f11987be5', 'pesel'),
('5cd4a747-51a3-4f07-9fd7-8e8c9ae5b78d', 'email'),
('00a45f90-fcd0-44e2-a43d-57c1b26d5867', 'adres'),
('fcbe64d5-e43c-457f-ae3a-85a3cde21ca3', 'telefon'),
('5a0ea641-b1b9-4d5b-a861-cb42aa09f27c', 'NIP'),
('1cbf9811-41ac-4c10-b5c3-3394f235708d', 'pesel'),
('83d210af-d861-43ce-8f10-8f6280d71603', 'email'),
('ce1e0bce-a26a-4e89-8855-ddc3d1534b3b', 'adres'),
('c673916e-b719-4c5c-8d25-7808c96378f5', 'telefon'),
('c6456fda-1510-4f81-8f5e-d8d089b64d48', 'NIP'),
('06235263-28bc-4394-a7a7-77a5a88fbe86', 'pesel'),
('9510d63d-f7ee-4fda-a338-a82b4512c2e6', 'email'),
('ea80ff91-dc64-4331-8161-a96808491b7a', 'adres'),
('de084114-1fc7-4231-9b9d-93a1515bec15', 'telefon'),
('5778c503-c686-41c0-99a3-3956b299d9b6', 'NIP'),
('f75cf156-eceb-4ff3-a3ce-56e66ee14032', 'pesel'),
('70d4b7e1-5215-4565-a2da-5726c56d2348', 'email'),
('01c6c4aa-6dc3-4244-b920-9935c2ecd9df', 'adres'),
('531f44f8-d452-464b-9bc1-2f60289ea1f0', 'telefon'),
('1c398b37-c234-428b-b76c-59b747fea7b4', 'NIP'),
('2e72641a-3182-4daa-8b23-ab3a327a4bb6', 'pesel'),
('657a865e-1214-4cff-bf6d-a35840ec4bea', 'email'),
('4b55778a-db21-432a-aa3c-2653e6b50aa8', 'adres'),
('62b73b82-99ea-4582-9865-bdf85a0109ef', 'telefon'),
('ac38b238-0cb9-4eef-bcd7-43f7f30ff82b', 'NIP'),
('3811e01e-030a-4235-b940-ed20cce259f2', 'pesel'),
('00dce6d0-77e5-4b7a-90bd-52af47ec8c62', 'email'),
('ff880f7e-fc28-457f-b4e2-554de8270fba', 'adres'),
('9be2261d-8ab7-4f6b-8ddc-21097e4c442d', 'telefon'),
('46a98f7f-0a4c-4ebb-8b77-5c2d57dcc860', 'NIP'),
('d3115e66-5ab2-4f9e-b3a3-a0ecda8cc5a6', 'pesel'),
('c192b67c-4c6d-468a-a789-6f7cc280791a', 'email'),
('147ffd5d-6602-4711-972e-45e3f485663e', 'adres'),
('cb936c61-f1d1-4786-9802-6a9a8cfe0d5d', 'telefon'),
('ff91a6fc-850f-42f3-a970-888bb4b5375d', 'NIP'),
('1ac2b782-c1ef-46cd-85ea-e8023d81551b', 'pesel'),
('000f24b9-268f-4701-85b9-d29a08dc1fbc', 'email'),
('57647407-d55d-4bec-ab09-197de51891b3', 'adres'),
('775caa62-121c-4320-b0a4-135b7da0f738', 'telefon'),
('f4f4fb76-44d0-45e1-a381-70d2a5290899', 'NIP'),
('3f334756-1a1a-4e05-9b40-14dbf8a45499', 'pesel'),
('dacb5506-f707-4e4e-81df-bc95fbf5eba7', 'email'),
('29d70963-23b2-4d69-a50b-3f1be1dbd547', 'adres'),
('d0f53cec-30a2-469a-a256-d4e7ccdeefe4', 'telefon'),
('06c6b920-04db-4db3-ae9f-73979176d084', 'NIP'),
('ab68c1fd-9555-46cd-91af-86d8d3fa804a', 'pesel'),
('04f5447e-ac5a-4c9f-a63c-a159bbfd5dc7', 'email'),
('44387ce0-5529-4735-86a0-f7e50c8c986b', 'adres'),
('992be93e-e453-4513-b654-2d6171047545', 'telefon'),
('13b39412-6118-46ff-abae-555341bad9e0', 'NIP'),
('eef16cba-d01e-45bb-834f-d07fd75ccd6c', 'pesel'),
('b111950f-9439-402f-9bbd-e102622aed33', 'email'),
('cfe41b90-df87-42a8-93c4-ca4183d91b8c', 'adres'),
('b8922421-a582-4830-99a8-8154569fc91d', 'telefon'),
('f0a92387-891d-439e-9455-d81bc6356a5c', 'NIP'),
('d5b3a9cb-13fa-4f3c-939f-c5d74358185d', 'pesel'),
('b95f7625-9431-44d0-b5b7-41c7d69072e8', 'email'),
('63c1f70f-86e3-4a18-a503-cecae8b10f1e', 'adres'),
('3b5b5780-5845-4d93-948d-093770b49fab', 'telefon'),
('c38eb6e8-dbbd-455f-a587-be6793fb72c7', 'NIP'),
('90bdd700-55c2-4804-ba9c-ebb086db2d62', 'pesel'),
('4c4c9963-38a4-44cf-9ca1-578d3ea7ebc1', 'email'),
('9f66c915-fbf8-4f78-99cb-d98d980413f0', 'adres'),
('0b11dbc7-6b94-4dc0-9031-1708ff44587a', 'telefon'),
('79a6f33d-8c11-45ba-92d6-28d2afc4c67e', 'NIP'),
('e492ce17-eb7d-468f-9a28-726b58f4495b', 'pesel'),
('9ca1ac30-0034-40b8-a727-ca180b9eaef7', 'email'),
('5f0828ef-1f1a-454b-a29d-66dca8858b93', 'adres'),
('468b56b6-eb2a-46be-a394-fdded01408e8', 'telefon'),
('eda597ad-4ee0-4313-bff1-6f7e0cff1e9a', 'NIP'),
('64e949fd-dd90-49c4-b833-3fcf19fe2229', 'pesel'),
('5fb4f25b-76ce-4bc8-810a-59fe9a85166a', 'email'),
('cdc9870a-bc17-4cc9-86fc-88e04f069410', 'adres'),
('f750173a-8802-4197-a306-4ab296830958', 'telefon'),
('cb105bd3-5ed4-4850-8d82-4206541c9017', 'NIP'),
('ffbd60f7-08d4-4922-8df6-9b7bbfdee7a4', 'pesel'),
('356abada-cd9f-4d1c-8eb0-502d7004bc36', 'email'),
('78e1e99f-fbd9-40c1-a848-22ed4cb24bee', 'adres'),
('ac7caabf-2bf4-4430-98e3-b03b3c645717', 'telefon'),
('8997ece0-0e85-4c78-a35d-6da326e4d95e', 'NIP'),
('cc79a8ee-6361-4bb1-bc49-621affedcea4', 'pesel'),
('a28f9992-316e-442c-a03f-2534d46a15a1', 'email'),
('06bcd4b3-f738-463d-b764-edfeddfed36d', 'adres'),
('9df8a77d-0944-4833-b172-057a220cad3e', 'telefon'),
('bfcdad5b-9190-4542-9c59-7c47017dcad2', 'NIP'),
('1f7048b0-86d0-447b-b162-360f89016fac', 'pesel'),
('6b87d2fa-c1b2-4e11-bfb0-dd3759776822', 'email'),
('fff09f0d-e97e-4074-8c32-47091f24e275', 'adres'),
('558fe484-5d28-4c2d-ab2b-48ee6c035180', 'telefon'),
('f2dd707d-a180-41ac-bbb4-068923c222a7', 'NIP'),
('86e63403-d626-4a5f-a5f2-f6bcadc0a784', 'pesel'),
('72d81bff-02a8-4f5a-b1ed-37a88d0686d9', 'email'),
('29576c74-8d1e-473b-8f94-c25dd2e967ed', 'adres'),
('c2db99e2-89fc-4a69-a9eb-ed084d36d140', 'telefon'),
('f370312f-95bc-4514-b8bf-f9f33080ef37', 'NIP'),
('ee4311a6-4827-4b04-b2e8-c0d8764893aa', 'pesel'),
('084ebdda-2636-402c-847f-017c51f927cf', 'email'),
('91329a82-c2ad-4401-9489-055cc4cee097', 'adres'),
('dc5a164d-8197-473a-b4ee-465118ad8a96', 'telefon'),
('f4e3b697-b61c-40ec-adc0-d70aff98b4f6', 'NIP'),
('bc988eb3-c40c-4c75-a30c-fd90bbf747f6', 'pesel'),
('1f498368-d3e8-403e-a022-cec5daf76cca', 'email'),
('76646da1-08b0-45f6-b6b8-86edbf02d272', 'adres'),
('a0832fa2-1270-4367-a578-2fb1578703d3', 'telefon'),
('237660a3-6959-4002-abe7-ef64e2097bfb', 'NIP'),
('8d4b6ecc-e41d-4550-844a-0b985886bebf', 'pesel'),
('5f131485-9b4e-48b8-9bf5-d0a27e2a9c95', 'email'),
('c585a7b7-6c97-4876-8365-ebb174ce6cf5', 'adres'),
('23280501-2eb9-450d-bb92-56fbddc35fa3', 'telefon'),
('660a0779-2ea7-462c-bcc0-c0993f42f34e', 'NIP'),
('fe41a9cb-d465-4747-a7c0-3035d4ca8f27', 'pesel'),
('7f11bee2-98f6-4f22-abbf-685b5e8c1d71', 'email'),
('90cddafa-609f-4845-8603-f03ccb0f735e', 'adres'),
('13d6b965-90d9-4961-93d1-1ddd751bd809', 'telefon'),
('a06e6689-1aee-4713-affe-f5f49b03c91a', 'NIP'),
('f8605f15-4109-454b-96bd-4ff5422cee15', 'pesel'),
('74aa276f-2733-42dc-9d2c-7d5ecd5dc386', 'email'),
('00e462bf-49bc-45a2-94a2-e48b3b864509', 'adres'),
('40aabf40-92e2-4fac-9d95-aba472c46f0c', 'telefon'),
('ea204067-fa50-48dd-ba51-cffbed0dc58d', 'NIP'),
('683b9590-88b7-4e7a-956a-85fa07733549', 'pesel'),
('bcae7947-dccd-4244-8386-39611f037991', 'email'),
('ac0f78b9-7afe-40fd-b697-6f129e698fc8', 'adres'),
('58e28f3c-fc6a-450e-9db8-13975e8dd8f0', 'telefon'),
('e1eb683f-9975-40c9-8c0d-20a7bff27931', 'NIP'),
('b29a44f3-3f6d-4449-b449-f5157feba7aa', 'pesel'),
('77a33c2b-1a7b-443d-b06b-d32c02ee5e7b', 'email'),
('06c28b64-c304-4494-9997-2207ffff3125', 'adres'),
('caf14e02-d4ef-4165-a43e-3e6a8c5a57ae', 'telefon'),
('739cbd14-75ae-4751-aafe-0e63e06135a7', 'NIP'),
('ea5daf3d-461c-45f3-94bf-45899c66c36a', 'pesel'),
('49c5dfa4-1360-4833-bccf-b84175fa26b2', 'email'),
('c2026081-30dc-4aeb-a326-f6d0b9299cab', 'adres'),
('885013ca-f208-4b2a-8158-40daaa8c7407', 'telefon'),
('6bf9a29d-b025-4b27-a1db-495f45b3091d', 'NIP'),
('ecdda2a5-fbcf-4e3e-a30c-f8629a8b7176', 'pesel'),
('3587762c-3fef-4206-90d5-fbf5d4bfd6e7', 'email'),
('05d27bac-ee06-4820-9d25-9c9bfdd53f3c', 'adres'),
('3ec78a34-4017-4009-b6f8-e8a84c550302', 'telefon'),
('ac35c4fa-5056-4318-87a6-b950bd79be59', 'NIP'),
('32aa13b1-b43e-4713-8b01-6b6afd011367', 'pesel'),
('53720f59-7859-4176-9bbb-cf0f70af1947', 'email'),
('9d5b83fa-f94c-4211-acb8-69ee84235075', 'adres'),
('2f212d92-eb47-4e45-bd74-918bd9e1ef37', 'telefon'),
('7f8eb655-3eac-4849-a4a9-8e0efb9b0554', 'NIP'),
('3a665ff3-ffab-43fa-b92e-2f1f4a2b7649', 'pesel'),
('410d9040-f24f-46b8-8d1d-cb097fe5bf5c', 'email'),
('a84c19d4-08ea-47b6-ab16-23e96ee15785', 'adres'),
('1b622da1-d4cd-4b6e-bf3a-207bbd0b65b2', 'telefon'),
('4a0a6cfc-e469-4fb8-a288-7965df770f95', 'NIP'),
('6cb8a233-e098-4a62-89fd-3a20a3df2fbb', 'pesel'),
('86ff7108-2fa9-4ffa-8962-3658e40fd01b', 'email'),
('1ca3ccc9-b432-4bbe-be4e-b0251feee484', 'adres'),
('bc44d9ef-e9bd-42c0-9dcc-5369d57ce391', 'telefon'),
('aac5e7ca-5384-4e67-8ef7-3c9f3d851009', 'NIP'),
('2f037e42-250f-4ca5-aadb-ab6369d79c3c', 'pesel'),
('92020274-1362-4346-9a88-c81263cedc71', 'email'),
('890534f5-02b8-453c-af48-b3a9c005b1bf', 'adres'),
('6abde8c4-a692-4cf4-a453-a0bc4c80ce22', 'telefon'),
('3f67a412-df18-41f6-aade-3d3000a7e068', 'NIP'),
('e8dcce3d-788f-460c-9520-145456f6d25d', 'pesel'),
('85f1ca2b-195c-4ba7-a67e-bb0868e3f57f', 'email'),
('f714cd62-9484-4831-bde8-52b652323ad5', 'adres'),
('c0836364-b27a-4001-8891-9869ffab668b', 'telefon'),
('dd403c9f-ed8d-4079-b35c-db1ae7429f16', 'NIP'),
('4248f4ec-8426-4eba-9530-b9e19ff2e209', 'pesel'),
('20a1211a-88ed-40a8-a8f7-8e67b17875f8', 'email'),
('d1abc64a-fc27-4403-b0a8-44402e15e269', 'adres'),
('6e9c023e-c422-4a55-80ba-44ca669f5590', 'telefon'),
('1f6f4f0b-3163-4194-a5a5-9748dc208ae1', 'NIP'),
('a5722dbe-e6e3-46c8-ab87-5a295ea94df1', 'pesel'),
('43c7ae59-c863-4cd8-ab42-787f6014c21c', 'email'),
('1ba7dc70-1e3e-4baf-b4bb-93ed35630d56', 'adres'),
('9168479c-62b1-4659-be95-a1c6e71eb85b', 'telefon'),
('5312ad48-8ed7-4133-a81b-4e983502bb1f', 'NIP'),
('a3bf48ad-eacf-4cf8-b353-ebf5333500c9', 'pesel'),
('fdae44b3-d8df-49b8-ac94-d3f6302c6ac6', 'email'),
('b29acd48-8b5a-40ab-8584-1dce2a20920e', 'adres'),
('8653dff7-a3fc-4a62-a93f-e68c2b06ff0b', 'telefon'),
('f880bb74-4e06-4e4d-8595-409fc868be5a', 'NIP'),
('ed1f241e-e626-4afa-9f7c-216eac44fa36', 'pesel'),
('b9c44507-11cf-4fb6-bcea-cca968f2e6c8', 'email'),
('73e9ad95-3e54-4db9-a99b-131598968c21', 'adres'),
('d2533091-565e-4a35-99ce-7ecb235d7328', 'telefon'),
('1962c43f-6967-46cb-8e0d-84d84f527cf5', 'NIP'),
('60563329-669e-4cbd-b2f1-e06e9db7fcf1', 'pesel'),
('4c896c12-d1bc-4f4d-8292-e56eb6bac5af', 'email'),
('6d6e0eab-3fed-4e8b-bb13-cb58094505cf', 'adres'),
('3879424b-932a-4ab0-893b-e27a884a607d', 'telefon'),
('eb20bc72-7c3a-4856-8578-23604c343f8d', 'NIP'),
('708be6b2-8428-4390-b6dd-56dec055a146', 'pesel'),
('34f1b66b-91a8-4c50-8f3f-64ce5e3c3eca', 'email'),
('16f6950d-6989-4060-8358-62cb6afa57a7', 'adres'),
('f5072229-1965-46c1-9895-e279274e8044', 'telefon'),
('9a6122d7-de51-4a8c-93c7-9416e10c1aa6', 'NIP'),
('194dd52d-bc07-41bf-9da1-5675ed5913da', 'pesel'),
('bc84bab0-b091-4b9d-9f98-89a4d8dfab15', 'email'),
('8a0c14fe-2b24-4b12-be2e-71b35fd3210c', 'adres'),
('bfa09529-2d99-42d2-9dae-122ba417baf5', 'telefon'),
('71389ea6-e5a1-45b6-9009-e4ef5603a538', 'NIP'),
('6468bcd8-dfd1-499d-a175-800f0e16c3c3', 'pesel'),
('07a5f578-1257-4c94-9737-5d492494d5ef', 'email'),
('82447576-323f-41f1-b216-1ac9bff7f3c9', 'adres'),
('7ca17be7-e2fb-48e7-826c-e66f8682b471', 'telefon'),
('b3767d37-9a9f-42b2-84c8-1598f92d4b6b', 'NIP'),
('9f6dd111-080e-486d-898d-d2ad830453e6', 'pesel'),
('e0509c84-887a-40e4-9aea-61f5eee1a82e', 'email'),
('9e9d969c-4d54-4862-8dbd-13a4690b6c1f', 'adres'),
('da1de861-1e08-4c01-9fab-f5166e8896e0', 'telefon'),
('26d4a92e-ef98-4250-9e93-629b2bab887a', 'NIP'),
('7db0a82c-4d69-43ba-83cf-cb767db3b9ee', 'pesel'),
('fa5c8480-fe62-4736-93e7-12fe0d5fb14c', 'email'),
('0d4b8d78-9f47-41ba-9934-712b3959168d', 'adres'),
('19b6d3e8-510e-46c8-8a21-73bf5476e262', 'telefon'),
('0ddf392b-f8f8-4a3a-8e7a-051abd5aeeda', 'NIP'),
('ad1473c3-d720-48a1-a908-da46bd8ebc41', 'pesel'),
('9f810ddc-9e24-46ce-bed1-3c750a36635d', 'email'),
('a601e8c0-39c2-4b36-ad19-cb24d4133a58', 'adres'),
('40e7e354-6a8b-4646-9f95-04639a0ce6f8', 'telefon'),
('90b01727-2756-4a82-b964-baec470ab3b9', 'NIP'),
('bff22d63-bc94-426a-9192-aeb9f26c7a39', 'pesel'),
('6a8a84f1-3a6e-42db-81d8-d30e3de5e5e5', 'email'),
('f7b4cb67-e6b3-4f9e-98d5-d46c82d28072', 'adres'),
('0f935109-031c-4d4e-9855-1a158c137ffb', 'telefon'),
('14f8d090-dc33-49b8-adbf-2862e4fcd624', 'NIP'),
